"Region","Country","AZE_ID","MapID","Type","SiteNameFi","Latitude","Longitude","NewSpeciesName","Scientific","Common_nam","Class","Order_","Family","IUCNCode","BirdLifeCode","2008_10__R","PercentProtectedWDPA","ProtectionWDPA","Protected","Protecte_1","AZE2005_si","2005_2009","AZE_site__","AZE2005_Tr","SitRedID","WDPA Site Code","IUCN Red List Link","BirdLife DZ Species Link","BirdLife DZ Site Link","Protected Planet Link","Field29"
"AMERICAS","Colombia",490,"COL21","Single Site","La Planada Natural Reserve",1.130203,-77.978986,,"Pristimantis siopelus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56969,,,0,,,,"Reserva Natural La Planada",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56969/0",,,,
"AMERICAS","Colombia",490,"COL21","Single Site","La Planada Natural Reserve",1.130203,-77.978986,,"Pristimantis sulculus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56984,,,0,,,,"Reserva Natural La Planada",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56984/0",,,,
"AMERICAS","Colombia",287,"COL22","Single Site","La Salina",6.843288,-72.135023,,"Cryptobatrachus nicefori",,"AMPHIBIA","ANURA","CRYPTOBATRACHIDAE",55306,,,100,,,,"La Salina",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55306/0",,,,
"AMERICAS","Brazil",539,"BRA27","Single Site","Serra dos Órgãos",-22.483896,-43.05504,,"Calyptura cristata","Kinglet Calyptura","AVES","PASSERIFORMES","COTINGIDAE",106004493,4493,"CR",97,,"Partial","Itatiaia National Park and Serra dos ËrgÒos National Park",,,,-1,20215,,"http://www.iucnredlist.org/apps/redlist/details/106004493/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=4493","http://www.birdlife.org/datazone/sitefactsheet.php?id=20215",,
"AMERICAS","Mexico",118,"MEX13","Single Site","Concepci¾n Pßpalo",17.8,-96.85,,"Thorius papaloae",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59423,,"EN",0,,"Unprotected","Unprotected","Concepci¾n Pßpalo","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59423/0",,,,
"AMERICAS","Peru",125,"PER16","Single Site","Cordillera de Colßn",-5.494584,-78.187015,,"Telmatobius colanensis",,"AMPHIBIA","ANURA","CERATOPHRYIDAE",57332,,,100,,,,"Norte de la Cordillera de Colan",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57332/0",,,,
"AMERICAS","Ecuador",126,"ECU11","Single Site","Cordillera de Kutuk·",-2.587419,-78.023615,,"Atelopus halihelos",,"AMPHIBIA","ANURA","BUFONIDAE",54517,,,54,,,,"Cordillera de Kutuk·",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54517/0",,,,
"AMERICAS","Peru",129,"PER18","Single Site","Cordillera del C¾ndor",-3.876423,-77.926551,,"Excidobates mysteriosus","Mara±¾n Poison Frog","AMPHIBIA","ANURA","DENDROBATIDAE",55193,,,100,,,,"Cordillera del C¾ndor",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55193/0",,,,
"AMERICAS","Colombia",382,"COL25","Single Site","Municipio de Pandi",4.19399,-74.446278,,"Bolitoglossa pandi",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59192,,,0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/59192/0",,,,
"AMERICAS","Colombia",413,"COL26","Single Site","Orquideas - Musinga - Carauta",6.639294,-76.300312,,"Pristimantis bellona",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56457,,"EN",100,,,,,"0",,0,,,"http://www.iucnredlist.org/apps/redlist/details/56457/0",,,,
"AMERICAS","Colombia",413,"COL26","Single Site","Orquideas - Musinga - Carauta",6.639294,-76.300312,,"Coeligena orina","Dusky Starfrontlet","AVES","APODIFORMES","TROCHILIDAE",106002013,2013,"CR",100,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/106002013/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2013","http://www.birdlife.org/datazone/sitefactsheet.php?id=Y",,
"AMERICAS","Peru",132,"PER19","Single Site","Cos±ipata Valley",-13.057249,-71.280923,,"Pristimantis cosnipatae",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56526,,,10,,,,"Cos±ipata Valley",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56526/0",,,,
"AMERICAS","Jamaica",260,"JAM4",,"John Crow Mountains",18.077118,-76.365245,,"Pterodroma caribbaea","Jamaica Petrel","AVES","PROCELLARIFORMES","PROCELLARIIDAE",106003912,3912,"CR",76,,"Protected","Blue Moutain/John Crow Mountains National Park","Blue and John Crow Mountains",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/106003912/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=3912","http://www.birdlife.org/datazone/sitefactsheet.php?id=Y",,
"AFRICA","Congo, The Democratic Republic of",263,"COD2","Single Site","Kahuzi-Biega National Park",-2.088233,28.048456,,"Dendromus kahuziensis","Mount Kahuzi African Climbing Mouse","MAMMALIA","RODENTIA","NESOMYIDAE",6439,,"CR",83,,"Protected","National Park, World Heritage Site","Kahuzi-Biega National Park",,,-1,,"Parc_National_De_Kahuzi_Biega","http://www.iucnredlist.org/apps/redlist/details/6439/0",,,"http://www.protectedplanet.net/sites/Parc_National_De_Kahuzi_Biega",
"AMERICAS","Colombia",9013,"COL14","Single Site","Cuenca Hidrogrßfica del RÝo San Francisco and surrounding area",5.071241,-74.558159,,"Ranitomeya dorisswansonae",,"AMPHIBIA","ANURA","DENDROBATIDAE",135747,,"CR",61,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/135747/0",,,,
"PACIFIC","New Zealand",276,"NZL4","Single Site","Kowhai Valley and Shearwater Stream",-42.266667,173.6,,"Puffinus huttoni","Hutton's Shearwater","AVES","PROCELLARIFORMES","PROCELLARIIDAE",106003942,3942,"EN",100,,"Protected","Uwerau Scientific Reserve",,,,-1,26735,,"http://www.iucnredlist.org/apps/redlist/details/106003942/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=3942","http://www.birdlife.org/datazone/sitefactsheet.php?id=26735",,
"AFRICA","Seychelles",283,"SYC1","Single Site","La Digue Island",-4.36056,55.836773,,"Terpsiphone corvina","Seychelles Paradise-flycatcher","AVES","PASSERIFORMES","MONARCHIDAE",106006069,6069,"CR",1,,"Protected","Name Unknown",,,,-1,6785,"0","http://www.iucnredlist.org/apps/redlist/details/106006069/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=6069","http://www.birdlife.org/datazone/sitefactsheet.php?id=6785","http://www.protectedplanet.net/sites/0",
"AMERICAS","Colombia",481,"COL30","Single Site","Pueblo Viejo de Ura",6.113246,-72.511701,,"Atelopus mittermeieri",,"AMPHIBIA","ANURA","BUFONIDAE",136033,,,0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/136033/0",,,,
"AMERICAS","Colombia",9003,"COL31","Single Site","Purace",2.358328,-76.504714,,"Atelopus eusebianus",,"AMPHIBIA","ANURA","BUFONIDAE",54507,,"CR",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/54507/0",,,,
"AMERICAS","Panama",428,"PAN1","Single Site","Darien-Cerro Sapo National Park",7.817528,-77.699998,,"Atelopus certus",,"AMPHIBIA","ANURA","BUFONIDAE",54497,,"EN",100,,,,,"0",,0,,,"http://www.iucnredlist.org/apps/redlist/details/54497/0",,,,
"AMERICAS","Colombia",520,"COL33","Single Site","San Isidro",4.967765,-73.620544,,"Atelopus pedimarmoratus",,"AMPHIBIA","ANURA","BUFONIDAE",54538,,,0,,,,"San Isidro",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54538/0",,,,
"AMERICAS","Colombia",9002,"COL34","Single Site","Santo Domingo",1.853548,-76.784856,,"Atelopus angelito",,"AMPHIBIA","ANURA","BUFONIDAE",54488,,"CR",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/54488/0",,,,
"AMERICAS","Colombia",533,"COL35","Single Site","Selva de Florencia",5.493545,-75.110541,,"Pristimantis actinolaimus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56392,,,0,,,,"Selva de Florencia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56392/0",,,,
"AMERICAS","Colombia",533,"COL35","Single Site","Selva de Florencia",5.493545,-75.110541,,"Pristimantis lichenoides",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56718,,,0,,,,"Selva de Florencia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56718/0",,,,
"AMERICAS","Colombia",533,"COL35","Single Site","Selva de Florencia",5.493545,-75.110541,,"Pristimantis torrenticola",,"AMPHIBIA","ANURA","STRABOMANTIDAE",57011,,,0,,,,"Selva de Florencia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57011/0",,,,
"AMERICAS","Colombia",533,"COL35","Single Site","Selva de Florencia",5.493545,-75.110541,,"Pristimantis tribulosus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",57015,,,0,,,,"Selva de Florencia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57015/0",,,,
"AMERICAS","Colombia",533,"COL35","Single Site","Selva de Florencia",5.493545,-75.110541,,"Pristimantis veletis",,"AMPHIBIA","ANURA","STRABOMANTIDAE",57032,,,0,,,,"Selva de Florencia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57032/0",,,,
"AMERICAS","Colombia",9023,"COL36","Single Site","Serrana de los Yarigues",6.80191,-73.477912,,"Pristimantis bacchus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56447,,"EN",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/56447/0",,,,
"AMERICAS","Colombia",434,"COL15","Single Site","Farallones de Cali Natural National Park",3.374251,-76.876683,,"Atelopus pictiventris",,"AMPHIBIA","ANURA","BUFONIDAE",54541,,,100,,,,"Parque Nacional Natural Farallones de Cali",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54541/0",,,,
"AMERICAS","Brazil",218,"BRA8","Single Site","Horto Florestal de Santa Cruz",-22.925689,-43.673403,,"Physalaemus soaresi",,"AMPHIBIA","ANURA","LEIUPERIDAE",57278,,,0,,,,"Horto Florestal de Santa Cruz",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57278/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Atelopus arsyecue",,"AMPHIBIA","ANURA","BUFONIDAE",54489,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54489/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Atelopus carrikeri",,"AMPHIBIA","ANURA","BUFONIDAE",54496,,"CR",95,,,,,"0",,0,,,"http://www.iucnredlist.org/apps/redlist/details/54496/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Atelopus laetissimus",,"AMPHIBIA","ANURA","BUFONIDAE",54519,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54519/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Atelopus nahumae",,"AMPHIBIA","ANURA","BUFONIDAE",54531,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54531/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Colostethus ruthveni",,"AMPHIBIA","ANURA","DENDROBATIDAE",55144,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55144/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Cryptobatrachus boulengeri",,"AMPHIBIA","ANURA","CRYPTOBATRACHIDAE",55304,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55304/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Pristimantis insignitus",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56673,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56673/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Pristimantis ruthveni",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56939,,,95,,,,"Parque Nacional Natural Sierra Nevada de Santa Mar",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56939/0",,,,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Campylopterus phainopeplus","Santa Marta Sabrewing","AVES","APODIFORMES","TROCHILIDAE",106001841,1841,"EN",95,,,,"Parque Nacional Natural Sierra Nevada de Santa Marta",,,-1,26529,,"http://www.iucnredlist.org/apps/redlist/details/106001841/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=1841","http://www.birdlife.org/datazone/sitefactsheet.php?id=26529",,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Myiotheretes pernix","Santa Marta Bush-tyrant","AVES","PASSERIFORMES","TYRANNIDAE",106004310,4310,"EN",95,,,,"Parque Nacional Natural Sierra Nevada de Santa Marta",,,-1,26529,,"http://www.iucnredlist.org/apps/redlist/details/106004310/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=4310","http://www.birdlife.org/datazone/sitefactsheet.php?id=26529",,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Pyrrhura viridicata","Santa Marta Parakeet","AVES","PSITTACIFORMES","PSITTACIDAE",106001596,1596,"EN",95,,,,"Parque Nacional Natural Sierra Nevada de Santa Marta",,,-1,26529,,"http://www.iucnredlist.org/apps/redlist/details/106001596/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=1596","http://www.birdlife.org/datazone/sitefactsheet.php?id=26529",,
"AMERICAS","Colombia",441,"COL40","Single Site","Sierra Nevada de Santa Marta National Natural Park and surrounding areas",10.892391,-73.63798,,"Thomasomys monochromos","Unicolored Oldfield Mouse","MAMMALIA","RODENTIA","CRICETIDAE",21783,,,95,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/21783/0",,,,
"AMERICAS","Colombia",442,"COL41","Single Site","Sumapaz Natural National Park",3.906116,-74.140262,,"Atelopus guitarraensis",,"AMPHIBIA","ANURA","BUFONIDAE",54516,,,93,,,,"Parque Nacional Natural Sumapaz",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/54516/0",,,,
"AMERICAS","Colombia",628,"COL43","Single Site","Valle de Sibundoy",1.130577,-76.883838,,"Gastrotheca ruizi",,"AMPHIBIA","ANURA","AMPHIGNATHODONTIDAE",55358,,,16,,,,"Valle de Sibundoy",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55358/0",,,,
"AMERICAS","Colombia",636,"COL44","Single Site","Vereda el Llano",5.000762,-75.015332,,"Ranitomeya tolimensis",,"AMPHIBIA","ANURA","DENDROBATIDAE",136028,,,0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/136028/0",,,,
"AMERICAS","Colombia",9024,"COL45","Single Site","Vereda Las Minas and surrounding area",6.08785,-73.005276,,"Pristimantis spilogaster",,"AMPHIBIA","ANURA","STRABOMANTIDAE",56974,,"EN",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/56974/0",,,,
"AMERICAS","Colombia",638,"COL46","Single Site","Villavicencio",4.023524,-73.777074,,"Allobates juanii",,"AMPHIBIA","ANURA","AROMOBATIDAE",55099,,,0,,,,"Villavicencio",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/55099/0",,,,
"Americas","Chile",234,"CHL3","Single Site","Isla Alejandro Selkirk",-33.751564,-80.745377,,"Aphrastura masafuerae","Masafuera Rayadito","AVES","PASSERIFORMES","FURNARIIDAE",106004817,4817,"CR",0,,,,,,,0,24740,,"http://www.iucnredlist.org/apps/redlist/details/106004817/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=4817","http://www.birdlife.org/datazone/sitefactsheet.php?id=24740",,
"ASIA","China",662,"CHN21","Single Site","Yang Xian and neighboring area",33.278568,107.533243,,"Nipponia nippon","Asian Crested Ibis","AVES","CICONIIFORMES","THRESKIORNITHIDAE",106003801,3801,"EN",8,,,,,,,0,15636,,"http://www.iucnredlist.org/apps/redlist/details/106003801/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=3801","http://www.birdlife.org/datazone/sitefactsheet.php?id=15636",,
"AMERICAS","Peru",289,"PER23","Single Site","Lago de Junín",-11.003817,-76.114645,,"Laterallus tuerosi","Junin Rail","AVES","GRUIFORMES","RALLIDAE",106002842,2842,"EN",100,,"Protected","Lago JunÝn National Reserve",,,,-1,14788,,"http://www.iucnredlist.org/apps/redlist/details/106002842/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=2842","http://www.birdlife.org/datazone/sitefactsheet.php?id=14788",,
"AMERICAS","Costa Rica",55,"CRI1","Single Site","Barbilla-Pacuare",9.962589,-83.443211,,"Nototriton major",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59298,,,41,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/59298/0",,,,
"AMERICAS","Costa Rica",127,"CRI2","Single Site","Cordillera de Talamanca Norte",9.593152,-83.714419,,"Oedipina altura",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59307,,,48,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/59307/0",,,,
"AMERICAS","Costa Rica",127,"CRI2","Single Site","Cordillera de Talamanca Norte",9.593152,-83.714419,,"Oedipina paucidentata",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59320,,,48,,,,"El Empalme",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59320/0",,,,
"AMERICAS","Colombia",70,"COL6","Single Site","Bosques Secos del Valle del Río Chicamocha",6.515775,-72.942779,,"Thryothorus nicefori","Niceforo's Wren","AVES","PASSERIFORMES","TROGLODYTIDAE",106006960,6960,"CR",0,,,,,,,0,14516,,"http://www.iucnredlist.org/apps/redlist/details/106006960/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=6960","http://www.birdlife.org/datazone/sitefactsheet.php?id=14516",,
"AMERICAS","Costa Rica, Panama",281,"CRI3, PAN3","Transboundary complex","La Amistad and Surrounding Areas",9.257718,-82.927774,,"Oedipina grandis",,"AMPHIBIA","CAUDATA","PLETHODONTIDAE",59315,,"EN",100,,,,"Parque Nacional La Amistad","0",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59315/0",,,,
"AMERICAS","Cuba",18,"CUB1",,"Alejandro de Humboldt",20.465843,-74.849724,,"Campephilus principalis","Ivory-billed Woodpecker","AVES","Piciformes","PICIDAE",100600719,719,"CR",100,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/100600719/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=719","http://www.birdlife.org/datazone/sitefactsheet.php?id=Y",,
"AMERICAS","Cuba",18,"CUB1",,"Alejandro de Humboldt",20.465843,-74.849724,,"Chondrohierax wilsonii","Cuban Kite","AVES","FALCONIFORMES","ACCIPITRIDAE",160030037,30037,"CR",100,,"Partial","El Yunque de Baracoa Ecological Reserve; and Cuchillas de Toa according to the WDPA.","Sierra de Baracoa",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/160030037/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=30037","http://www.birdlife.org/datazone/sitefactsheet.php?id=Y",,
"AMERICAS","Colombia",487,"COL11","Single Site","Ciénaga Grande, Isla de Salamanca and Sabana Grande RAMSAR biosphere reserve",10.856905,-74.533639,,"Lepidopyga lilliae","Sapphire-bellied Hummingbird","AVES","APODIFORMES","TROCHILIDAE",106001905,1905,"CR",32,,,,"Reserva de Biosfera Ramsar Cienaga Grande Isla de Salamanca",,,-1,14460,,"http://www.iucnredlist.org/apps/redlist/details/106001905/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=1905","http://www.birdlife.org/datazone/sitefactsheet.php?id=14460",,
"AMERICAS","Peru",289,"PER23","Single Site","Lago de Junín",-11.003817,-76.114645,,"Podiceps taczanowskii","Junin Grebe","AVES","PODICIPEDIFORMES","PODICIPEDIDAE",106003644,3644,"CR",100,,"Protected","Lago JunÝn National Reserve",,,,-1,14788,,"http://www.iucnredlist.org/apps/redlist/details/106003644/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=3644","http://www.birdlife.org/datazone/sitefactsheet.php?id=14788",,
"AMERICAS","Cuba",86,"CUB4",,"Cayos de San Felipe Fuanal Refuge",21.897958,-83.385312,,"Mesocapromys sanfelipensis","San Felipe Hutia","MAMMALIA","RODENTIA","CAPROMYIDAE",13218,,,0,,,,"Cayo Juan Garcia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/13218/0",,,,
"AMERICAS","Brazil",256,"BRA15","Single Site","Itatiaia",-22.354727,-44.653675,,"Holoaden bradei",,"AMPHIBIA","ANURA","STRABOMANTIDAE",10215,,,99,,,,"Itatiaia",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/10215/0",,,,
"AMERICAS","Colombia",491,"COL23","Complex","Loros Andinos Natural Reserve",4.050712,-75.675801,,"Hapalopsittaca fuertesi","Indigo-winged Parrot","AVES","PSITTACIFORMES","PSITTACIDAE",106001650,1650,"CR",0,,"Protected",,"Reserva Natural El Mirador",,"Pßramos y Bosques Altoandinos de GÚnova; Reservas Comunitarias de Roncesvalles",-1,,,"http://www.iucnredlist.org/apps/redlist/details/106001650/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=1650","http://www.birdlife.org/datazone/sitefactsheet.php?id=Y",,
"AMERICAS","Colombia",540,"COL37","Single Site","Serranía de las Quinchas",5.950748,-74.194747,,"Crax alberti","Blue-billed Curassow","AVES","GALLIFORMES","CRACIDAE",100600104,104,"CR",4,,,,,,,-1,14425,,"http://www.iucnredlist.org/apps/redlist/details/100600104/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=104","http://www.birdlife.org/datazone/sitefactsheet.php?id=14425",,
"AMERICAS","Mexico",291,"MEX33","Single Site","Lago Pßtzcuaro",19.610606,-101.630937,,"Ambystoma dumerilii",,"AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",59055,,"CR",0,,"Unprotected","Unprotected","Pßtzcuaro","No",,-1,,,"http://www.iucnredlist.org/apps/redlist/details/59055/0",,,,
"AMERICAS","Peru",301,"PER25","Single Site","Llamaquiz· stream",-10.513001,-75.090894,,"Ameerega planipaleae","Oxapampa Poison Frog","AMPHIBIA","ANURA","DENDROBATIDAE",29432,,,64,,,,"Llamaquiz· stream",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/29432/0",,,,
"AMERICAS","Colombia",542,"COL39","Single Site","Serranía del Pinche",2.26,-77.35,,"Eriocnemis isabellae","Gorgeted Puffleg","AVES",,,160032509,32509,"CR",0,,,,,,,0,19058,,"http://www.iucnredlist.org/apps/redlist/details/160032509/0","http://www.birdlife.org/datazone/speciesfactsheet.php?m=1&id=32509","http://www.birdlife.org/datazone/sitefactsheet.php?id=19058",,
"AMERICAS","Cuba",138,"CUB7",,"Cuchillas del Toa",20.385374,-74.785169,,"Eleutherodactylus iberia",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56660,,,100,,,,"Parque Nacional Alejandro de Humboldt",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56660/0",,,,
"AMERICAS","Cuba",138,"CUB7",,"Cuchillas del Toa",20.385374,-74.785169,,"Eleutherodactylus orientalis",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56815,,,100,,,,"Sierra de Baracoa",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56815/0",,,,
"AMERICAS","Cuba",138,"CUB7",,"Cuchillas del Toa",20.385374,-74.785169,,"Eleutherodactylus principalis",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",7455,,,100,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/7455/0",,,,
"AMERICAS","Cuba",138,"CUB7",,"Cuchillas del Toa",20.385374,-74.785169,,"Eleutherodactylus simulans",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56968,,,100,,,,"Arroyo Bueno",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56968/0",,,,
"AMERICAS","Cuba",138,"CUB7",,"Cuchillas del Toa",20.385374,-74.785169,,"Eleutherodactylus tetajulia",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",57001,,,100,,,,"Parque Nacional Alejandro de Humboldt",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/57001/0",,,,
"AMERICAS","Cuba",282,"CUB8",,"La Cantera",20.372635,-75.837685,,"Eleutherodactylus pezopetrus",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56851,,,0,,,,"La Cantera",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56851/0",,,,
"AMERICAS","Cuba",302,"CUB9",,"Loma del Espejo",22.313806,-83.925551,,"Eleutherodactylus adelus",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56397,,,0,,,,"Loma del Espejo",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56397/0",,,,
"AMERICAS","Cuba",9017,"CUB10",,"Monte Bisse",20.106924,-76.193265,,"Eleutherodactylus michaelschmidi",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",135753,,"EN",0,,,,,,,0,,,"http://www.iucnredlist.org/apps/redlist/details/135753/0",,,,
"AMERICAS","Cuba",403,"CUB11",,"Northern foothills of Sierra Maestra",20.349741,-76.260853,,"Eleutherodactylus leberi",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56708,,,0,,,,"Northern foothills of Sierra Maestra",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56708/0",,,,
"AMERICAS","Cuba",423,"CUB12",,"Parnaso-Los Montes Eco Reserve and surrounding areas",20.328949,-75.209602,,"Eleutherodactylus mariposa",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56742,,,0,,,,"Maseta del Guaso",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56742/0",,,,
"AMERICAS","Cuba",456,"CUB13",,"Peninsula de Guanahacabibes",21.91696,-84.503047,,"Eleutherodactylus guanahacabibes",,"AMPHIBIA","ANURA","ELEUTHERODACTYLIDAE",56636,,,22,,,,"Guanacahabibes Biosphere Reserve",,,-1,,,"http://www.iucnredlist.org/apps/redlist/details/56636/0",,,,
